#Digilent WaveForms Logic Acquisition
#Device Name: Discovery2
#Serial Number: DEMO
#Date Time: 2017-05-15 11:25::43.760

Time,SPI-MOSI,SPI-MISO
-0.049619999999999997,h05,h00
-0.049619000000000003,h05,h00
-0.049618000000000002,h05,h00
-0.049617000000000001,h05,h00
-0.049616,h05,h00
-0.049614999999999999,h05,h00
-0.049613999999999998,h05,h00
-0.049612999999999997,h05,h00
-0.049612000000000003,h05,h00
-0.049611000000000002,h05,h00
-0.049610000000000001,h05,h00
-0.049609,h05,h00
-0.049607999999999999,h05,h00
-0.049606999999999998,h05,h00
-0.049605999999999997,h05,h00
-0.049605000000000003,h05,h00
-0.049604000000000002,h05,h00
-0.049603000000000001,h05,h00
-0.049602,h05,h00
-0.049600999999999999,h05,h00
-0.049599999999999998,h05,h00
-0.049598999999999997,h05,h00
-0.049598000000000003,h05,h00
-0.049597000000000002,h05,h00
-0.049596000000000001,h05,h00
-0.049595,h05,h00
-0.049593999999999999,h05,h00
-0.049592999999999998,h05,h00
-0.049591999999999997,h05,h00
-0.049591000000000003,h05,h00
-0.049590000000000002,h05,h00
-0.049589000000000001,h05,h00
-0.049588,h05,h00
-0.049586999999999999,h05,h00
-0.049585999999999998,h05,h00
-0.049584999999999997,h05,h00
-0.049584000000000003,h05,h00
-0.049583000000000002,h05,h00
-0.049582000000000001,h05,h00
-0.049581,h05,h00
-0.049579999999999999,h05,h00
-0.049578999999999998,h05,h00
-0.049577999999999997,h05,h00
-0.049577000000000003,h05,h00
-0.049576000000000002,h05,h00
-0.049575000000000001,h05,h00
-0.049574,h05,h00
-0.049572999999999999,hFF,h03
-0.049571999999999998,hFF,h03
-0.049570999999999997,hFF,h03
-0.049570000000000003,hFF,h03
-0.049569000000000002,hFF,h03
-0.049568000000000001,hFF,h03
-0.049567,hFF,h03
-0.049565999999999999,hFF,h03
-0.049564999999999998,hFF,h03
-0.049563999999999997,hFF,h03
-0.049563000000000003,hFF,h03
-0.049562000000000002,hFF,h03
-0.049561000000000001,hFF,h03
-0.04956,hFF,h03
-0.049558999999999999,hFF,h03
-0.049557999999999998,hFF,h03
-0.049556999999999997,hFF,h03
-0.049556000000000003,hFF,h03
-0.049555000000000002,hFF,h03
-0.049554000000000001,hFF,h03
-0.049553,hFF,h03
-0.049551999999999999,hFF,h03
-0.049550999999999998,hFF,h03
-0.049549999999999997,hFF,h03
-0.049549000000000003,hFF,h03
-0.049548000000000002,hFF,h03
-0.049547000000000001,hFF,h03
-0.049546,hFF,h03
-0.049544999999999999,hFF,h03
-0.049543999999999998,hFF,h03
-0.049542999999999997,hFF,h03
-0.049542000000000003,hFF,h03
-0.049541000000000002,hFF,h03
-0.049540000000000001,hFF,h03
-0.049539,hFF,h03
-0.049537999999999999,hFF,h03
-0.049536999999999998,hFF,h03
-0.049535999999999997,hFF,h03
-0.049535000000000003,hFF,h03
-0.049534000000000002,hFF,h03
-0.049533000000000001,hFF,h03
-0.049532,hFF,h03
-0.049530999999999999,hFF,h03
-0.049529999999999998,hFF,h03
-0.049528999999999997,hFF,h03
-0.049528000000000003,hFF,h03
-0.049527000000000002,hFF,h03
-0.049526000000000001,hFF,h03
-0.049525,hFF,h03
-0.049523999999999999,hFF,h03
-0.049522999999999998,hFF,h03
-0.049521999999999997,X,X
-0.049521000000000003,X,X
-0.049520000000000002,X,X
-0.049519000000000001,X,X
-0.049518,X,X
-0.049516999999999999,X,X
-0.049515999999999998,X,X
-0.049515000000000003,X,X
-0.049514000000000002,X,X
-0.049513000000000001,X,X
-0.049512,X,X
-0.049510999999999999,X,X
-0.049509999999999998,X,X
-0.049508999999999997,h05,h00
-0.049508000000000003,h05,h00
-0.049507000000000002,h05,h00
-0.049506000000000001,h05,h00
-0.049505,h05,h00
-0.049503999999999999,h05,h00
-0.049502999999999998,h05,h00
-0.049501999999999997,h05,h00
-0.049501000000000003,h05,h00
-0.049500000000000002,h05,h00
-0.049499000000000001,h05,h00
-0.049498,h05,h00
-0.049496999999999999,h05,h00
-0.049495999999999998,h05,h00
-0.049494999999999997,h05,h00
-0.049494000000000003,h05,h00
-0.049493000000000002,h05,h00
-0.049492000000000001,h05,h00
-0.049491,h05,h00
-0.049489999999999999,h05,h00
-0.049488999999999998,h05,h00
-0.049487999999999997,h05,h00
-0.049487000000000003,h05,h00
-0.049486000000000002,h05,h00
-0.049485000000000001,h05,h00
-0.049484,h05,h00
-0.049482999999999999,h05,h00
-0.049481999999999998,h05,h00
-0.049480999999999997,h05,h00
-0.049480000000000003,h05,h00
-0.049479000000000002,h05,h00
-0.049478000000000001,h05,h00
-0.049477,h05,h00
-0.049475999999999999,h05,h00
-0.049474999999999998,h05,h00
-0.049473999999999997,h05,h00
-0.049473000000000003,h05,h00
-0.049472000000000002,h05,h00
-0.049471000000000001,h05,h00
-0.04947,h05,h00
-0.049468999999999999,h05,h00
-0.049467999999999998,h05,h00
-0.049466999999999997,h05,h00
-0.049466000000000003,h05,h00
-0.049465000000000002,h05,h00
-0.049464000000000001,h05,h00
-0.049463,h05,h00
-0.049461999999999999,h05,h00
-0.049460999999999998,h05,h00
-0.049459999999999997,h05,h00
-0.049459000000000003,h05,h00
-0.049458000000000002,h05,h00
-0.049457000000000001,h05,h00
-0.049456,h05,h00
-0.049454999999999999,h05,h00
-0.049453999999999998,h05,h00
-0.049452999999999997,h05,h00
-0.049452000000000003,h05,h00
-0.049451000000000002,h05,h00
-0.049450000000000001,h05,h00
-0.049449,h05,h00
-0.049447999999999999,h05,h00
-0.049446999999999998,h05,h00
-0.049445999999999997,h05,h00
-0.049445000000000003,h05,h00
-0.049444000000000002,h05,h00
-0.049443000000000001,h05,h00
-0.049442,h05,h00
-0.049440999999999999,h05,h00
-0.049439999999999998,h05,h00
-0.049438999999999997,h05,h00
-0.049438000000000003,h05,h00
-0.049437000000000002,h05,h00
-0.049436000000000001,hFF,h03
-0.049435,hFF,h03
-0.049433999999999999,hFF,h03
-0.049432999999999998,hFF,h03
-0.049431999999999997,hFF,h03
-0.049431000000000003,hFF,h03
-0.049430000000000002,hFF,h03
-0.049429000000000001,hFF,h03
-0.049428,hFF,h03
-0.049426999999999999,hFF,h03
-0.049425999999999998,hFF,h03
-0.049424999999999997,hFF,h03
-0.049424000000000003,hFF,h03
-0.049423000000000002,hFF,h03
-0.049422000000000001,hFF,h03
-0.049421,hFF,h03
-0.049419999999999999,hFF,h03
-0.049418999999999998,hFF,h03
-0.049417999999999997,hFF,h03
-0.049417000000000003,hFF,h03
-0.049416000000000002,hFF,h03
-0.049415000000000001,hFF,h03
-0.049414,hFF,h03
-0.049412999999999999,hFF,h03
-0.049411999999999998,hFF,h03
-0.049410999999999997,hFF,h03
-0.049410000000000003,hFF,h03
-0.049409000000000002,hFF,h03
-0.049408000000000001,hFF,h03
-0.049407,hFF,h03
-0.049405999999999999,hFF,h03
-0.049404999999999998,hFF,h03
-0.049404000000000003,hFF,h03
-0.049403000000000002,hFF,h03
-0.049402000000000001,hFF,h03
-0.049401,hFF,h03
-0.049399999999999999,hFF,h03
-0.049398999999999998,hFF,h03
-0.049397999999999997,hFF,h03
-0.049397000000000003,hFF,h03
-0.049396000000000002,hFF,h03
-0.049395000000000001,hFF,h03
-0.049394,hFF,h03
-0.049392999999999999,hFF,h03
-0.049391999999999998,hFF,h03
-0.049390999999999997,hFF,h03
-0.049390000000000003,hFF,h03
-0.049389000000000002,hFF,h03
-0.049388000000000001,hFF,h03
-0.049387,hFF,h03
-0.049385999999999999,hFF,h03
-0.049384999999999998,X,X
-0.049383999999999997,X,X
-0.049383000000000003,X,X
-0.049382000000000002,X,X
-0.049381000000000001,X,X
-0.04938,X,X
-0.049378999999999999,X,X
-0.049377999999999998,X,X
-0.049376999999999997,X,X
-0.049376000000000003,X,X
-0.049375000000000002,X,X
-0.049374000000000001,X,X
-0.049373,X,X
-0.049371999999999999,X,X
-0.049370999999999998,X,X
-0.049369999999999997,h05,h00
-0.049369000000000003,h05,h00
-0.049368000000000002,h05,h00
-0.049367000000000001,h05,h00
-0.049366,h05,h00
-0.049364999999999999,h05,h00
-0.049363999999999998,h05,h00
-0.049362999999999997,h05,h00
-0.049362000000000003,h05,h00
-0.049361000000000002,h05,h00
-0.049360000000000001,h05,h00
-0.049359,h05,h00
-0.049357999999999999,h05,h00
-0.049356999999999998,h05,h00
-0.049355999999999997,h05,h00
-0.049355000000000003,h05,h00
-0.049354000000000002,h05,h00
-0.049353000000000001,h05,h00
-0.049352,h05,h00
-0.049350999999999999,h05,h00
-0.049349999999999998,h05,h00
-0.049348999999999997,h05,h00
-0.049348000000000003,h05,h00
-0.049347000000000002,h05,h00
-0.049346000000000001,h05,h00
-0.049345,h05,h00
-0.049343999999999999,h05,h00
-0.049342999999999998,h05,h00
-0.049341999999999997,h05,h00
-0.049341000000000003,h05,h00
-0.049340000000000002,h05,h00
-0.049339000000000001,h05,h00
-0.049338,h05,h00
-0.049336999999999999,h05,h00
-0.049335999999999998,h05,h00
-0.049334999999999997,h05,h00
-0.049334000000000003,h05,h00
-0.049333000000000002,h05,h00
-0.049332000000000001,h05,h00
-0.049331,h05,h00
-0.049329999999999999,h05,h00
-0.049328999999999998,h05,h00
-0.049327999999999997,h05,h00
-0.049327000000000003,h05,h00
-0.049326000000000002,h05,h00
-0.049325000000000001,h05,h00
-0.049324,h05,h00
-0.049322999999999999,h05,h00
-0.049321999999999998,h05,h00
-0.049320999999999997,h05,h00
-0.049320000000000003,h05,h00
-0.049319000000000002,h05,h00
-0.049318000000000001,h05,h00
-0.049317,h05,h00
-0.049315999999999999,h05,h00
-0.049314999999999998,h05,h00
-0.049313999999999997,h05,h00
-0.049313000000000003,h05,h00
-0.049312000000000002,h05,h00
-0.049311000000000001,h05,h00
-0.04931,h05,h00
-0.049308999999999999,h05,h00
-0.049307999999999998,h05,h00
-0.049306999999999997,h05,h00
-0.049306000000000003,h05,h00
-0.049305000000000002,h05,h00
-0.049304000000000001,h05,h00
-0.049303,h05,h00
-0.049301999999999999,h05,h00
-0.049300999999999998,h05,h00
-0.049299999999999997,h05,h00
-0.049299000000000003,h05,h00
-0.049298000000000002,h05,h00
-0.049297000000000001,hFF,h03
-0.049296,hFF,h03
-0.049294999999999999,hFF,h03
-0.049293999999999998,hFF,h03
-0.049292999999999997,hFF,h03
-0.049292000000000002,hFF,h03
-0.049291000000000001,hFF,h03
-0.04929,hFF,h03
-0.049288999999999999,hFF,h03
-0.049287999999999998,hFF,h03
-0.049286999999999997,hFF,h03
-0.049286000000000003,hFF,h03
-0.049285000000000002,hFF,h03
-0.049284000000000001,hFF,h03
-0.049283,hFF,h03
-0.049281999999999999,hFF,h03
-0.049280999999999998,hFF,h03
-0.049279999999999997,hFF,h03
-0.049279000000000003,hFF,h03
-0.049278000000000002,hFF,h03
-0.049277000000000001,hFF,h03
-0.049276,hFF,h03
-0.049274999999999999,hFF,h03
-0.049273999999999998,hFF,h03
-0.049272999999999997,hFF,h03
-0.049272000000000003,hFF,h03
-0.049271000000000002,hFF,h03
-0.049270000000000001,hFF,h03
-0.049269,hFF,h03
-0.049267999999999999,hFF,h03
-0.049266999999999998,hFF,h03
-0.049265999999999997,hFF,h03
-0.049265000000000003,hFF,h03
-0.049264000000000002,hFF,h03
-0.049263000000000001,hFF,h03
-0.049262,hFF,h03
-0.049260999999999999,hFF,h03
-0.049259999999999998,hFF,h03
-0.049258999999999997,hFF,h03
-0.049258000000000003,hFF,h03
-0.049257000000000002,hFF,h03
-0.049256000000000001,hFF,h03
-0.049255,hFF,h03
-0.049253999999999999,hFF,h03
-0.049252999999999998,hFF,h03
-0.049251999999999997,hFF,h03
-0.049251000000000003,hFF,h03
-0.049250000000000002,hFF,h03
-0.049249000000000001,hFF,h03
-0.049248,hFF,h03
-0.049246999999999999,hFF,h03
-0.049245999999999998,X,X
-0.049244999999999997,X,X
-0.049244000000000003,X,X
-0.049243000000000002,X,X
-0.049242000000000001,X,X
-0.049241,X,X
-0.049239999999999999,X,X
-0.049238999999999998,X,X
-0.049237999999999997,X,X
-0.049237000000000003,X,X
-0.049236000000000002,X,X
-0.049235000000000001,X,X
-0.049234,X,X
-0.049232999999999999,X,X
-0.049231999999999998,h05,h00
-0.049230999999999997,h05,h00
-0.049230000000000003,h05,h00
-0.049229000000000002,h05,h00
-0.049228000000000001,h05,h00
-0.049227,h05,h00
-0.049225999999999999,h05,h00
-0.049224999999999998,h05,h00
-0.049223999999999997,h05,h00
-0.049223000000000003,h05,h00
-0.049222000000000002,h05,h00
-0.049221000000000001,h05,h00
-0.04922,h05,h00
-0.049218999999999999,h05,h00
-0.049217999999999998,h05,h00
-0.049216999999999997,h05,h00
-0.049216000000000003,h05,h00
-0.049215000000000002,h05,h00
-0.049214000000000001,h05,h00
-0.049213,h05,h00
-0.049211999999999999,h05,h00
-0.049210999999999998,h05,h00
-0.049209999999999997,h05,h00
-0.049209000000000003,h05,h00
-0.049208000000000002,h05,h00
-0.049207000000000001,h05,h00
-0.049206,h05,h00
-0.049204999999999999,h05,h00
-0.049203999999999998,h05,h00
-0.049202999999999997,h05,h00
-0.049202000000000003,h05,h00
-0.049201000000000002,h05,h00
-0.049200000000000001,h05,h00
-0.049199,h05,h00
-0.049197999999999999,h05,h00
-0.049196999999999998,h05,h00
-0.049195999999999997,h05,h00
-0.049195000000000003,h05,h00
-0.049194000000000002,h05,h00
-0.049193000000000001,h05,h00
-0.049192,h05,h00
-0.049190999999999999,h05,h00
-0.049189999999999998,h05,h00
-0.049188999999999997,h05,h00
-0.049188000000000003,h05,h00
-0.049187000000000002,h05,h00
-0.049186000000000001,h05,h00
-0.049185,h05,h00
-0.049183999999999999,h05,h00
-0.049182999999999998,h05,h00
-0.049181999999999997,h05,h00
-0.049181000000000002,h05,h00
-0.049180000000000001,h05,h00
-0.049179,h05,h00
-0.049177999999999999,h05,h00
-0.049176999999999998,h05,h00
-0.049175999999999997,h05,h00
-0.049175000000000003,h05,h00
-0.049174000000000002,h05,h00
-0.049173000000000001,h05,h00
-0.049172,h05,h00
-0.049170999999999999,h05,h00
-0.049169999999999998,h05,h00
-0.049168999999999997,h05,h00
-0.049168000000000003,h05,h00
-0.049167000000000002,h05,h00
-0.049166000000000001,h05,h00
-0.049165,h05,h00
-0.049163999999999999,h05,h00
-0.049162999999999998,h05,h00
-0.049161999999999997,h05,h00
-0.049161000000000003,h05,h00
-0.049160000000000002,h05,h00
-0.049159000000000001,hFF,h03
-0.049158,hFF,h03
-0.049156999999999999,hFF,h03
-0.049155999999999998,hFF,h03
-0.049154999999999997,hFF,h03
-0.049154000000000003,hFF,h03
-0.049153000000000002,hFF,h03
-0.049152000000000001,hFF,h03
-0.049151,hFF,h03
-0.049149999999999999,hFF,h03
-0.049148999999999998,hFF,h03
-0.049147999999999997,hFF,h03
-0.049147000000000003,hFF,h03
-0.049146000000000002,hFF,h03
-0.049145000000000001,hFF,h03
-0.049144,hFF,h03
-0.049142999999999999,hFF,h03
-0.049141999999999998,hFF,h03
-0.049140999999999997,hFF,h03
-0.049140000000000003,hFF,h03
-0.049139000000000002,hFF,h03
-0.049138000000000001,hFF,h03
-0.049137,hFF,h03
-0.049135999999999999,hFF,h03
-0.049134999999999998,hFF,h03
-0.049133999999999997,hFF,h03
-0.049133000000000003,hFF,h03
-0.049132000000000002,hFF,h03
-0.049131000000000001,hFF,h03
-0.04913,hFF,h03
-0.049128999999999999,hFF,h03
-0.049127999999999998,hFF,h03
-0.049126999999999997,hFF,h03
-0.049126000000000003,hFF,h03
-0.049125000000000002,hFF,h03
-0.049124000000000001,hFF,h03
-0.049123,hFF,h03
-0.049121999999999999,hFF,h03
-0.049120999999999998,hFF,h03
-0.049119999999999997,hFF,h03
-0.049119000000000003,hFF,h03
-0.049118000000000002,hFF,h03
